"text";"url";"categories"
"Moore’s Law and ICT Innovation in the Anthropocene"; "http://web.archive.org/web/20230321110835/https://ieeexplore.ieee.org/document/9474110/"; ""
"Geamana, le village roumain enseveli au fond d’un lac poubelle"; "http://web.archive.org/web/20230321110835/https://www.francetvinfo.fr/monde/environnement/grand-format-bienvenue-a-geamana-le-village-roumain-enseveli-au-fond-d-un-lac-poubelle_3472965.html"; ""
"Avec le vent, comment les Congolais vivent avec les mines et l’investissement étranger"; "http://web.archive.org/web/20230321110835/https://vimeo.com/118502829"; ""
"Aluminium, notre poison quotidien"; "http://web.archive.org/web/20230321110835/https://www.dailymotion.com/video/x2fobbm"; ""
"Plateaux numériques"; "http://web.archive.org/web/20230321110835/https://plateaux-numeriques.fr/"; ""
"La Boussole des designers"; "http://web.archive.org/web/20230321110835/https://medium.com/la-boussole-des-designers"; ""
"L’âge de l’Anthropocène, des origines aux effondrements"; "http://web.archive.org/web/20230321110835/https://www.youtube.com/watch?v=NOEO_Gg-VAQ"; ""
"En veille sur le changement global"; "http://web.archive.org/web/20230321110835/https://medium.com/anthropocene2050/en-veille-sur-le-changement-global-65-85004743f5f4"; ""
"Anthropocene et design"; "http://web.archive.org/web/20230321110835/https://www.dezeen.com/tag/anthropocene/"; ""
"Atlas de l’Anthropocène"; "http://web.archive.org/web/20230321110835/https://www.pressesdesciencespo.fr/en/book/?GCOI=27246100583500"; ""
"Can we solve the world’s most urgent problems?"; "http://web.archive.org/web/20230321110835/https://www.wicked7.org/"; ""
"Matérialité du numérique et externalités minières"; "http://web.archive.org/web/20230321110835/https://techologie.net/episodes/64-materialite-du-numerique-et-externalites-minieres/"; ""
"Les infiltrés"; "http://web.archive.org/web/20230321110835/https://infiltres.fr/"; ""
"Systèmes extractifs et Environnements"; "http://web.archive.org/web/20230321110835/https://www.systext.org/"; ""
"Matérialité du numérique et externalités minières"; "http://web.archive.org/web/20230321110835/https://techologie.net/episodes/64-materialite-du-numerique-et-externalites-minieres/"; ""
"zero.brussels"; "http://web.archive.org/web/20230321110835/https://zero.brussels/"; ""
"The world’s largest network and datacenter infrastructure atlas."; "http://web.archive.org/web/20230321110835/https://www.infrapedia.com/app"; ""
"Surging Seas: Sea level rise analysis"; "http://web.archive.org/web/20230321110835/https://sealevel.climatecentral.org/maps"; ""
"Submarine Cable Map"; "http://web.archive.org/web/20230321110835/https://www.submarinecablemap.com/"; ""
"Place-based carbon calculator"; "http://web.archive.org/web/20230321110835/https://www.carbon.place/"; ""
"Mapped: How climate change affects extreme weather around the world"; "http://web.archive.org/web/20230321110835/https://www.carbonbrief.org/mapped-how-climate-change-affects-extreme-weather-around-the-world"; ""
"Internet Exchange Map"; "http://web.archive.org/web/20230321110835/https://www.internetexchangemap.com/"; ""
"Interactive World Forest Map & Tree Cover Change Data | GFW"; "http://web.archive.org/web/20230321110835/https://www.globalforestwatch.org/map/"; ""
"EJAtlas, mapping environmental justice"; "http://web.archive.org/web/20230321110835/https://ejatlas.org/"; ""
"Datacenters World Map"; "http://web.archive.org/web/20230321110835/https://map.datacente.rs/"; ""
"Carte des sabotages des antennes 5G"; "http://web.archive.org/web/20230321110835/https://reporterre.net/Exclusif-la-carte-des-sabotages-des-antennes-5G"; ""
"Toile de câbles sous-marins et hubs sensibles"; "http://web.archive.org/web/20230321110835/https://www.monde-diplomatique.fr/cartes/cables-sous-marins"; ""
"Activité Minière en France - uMap"; "http://web.archive.org/web/20230321110835/https://umap.openstreetmap.fr/fr/map/panoramine-activite-miniere-en-france_542755#2/27.4/62.2"; ""
"Limites numériques"; "http://web.archive.org/web/20230321110835/https://limitesnumeriques.fr/"; ""
"Design & Libre |"; "http://web.archive.org/web/20230321110835/https://design-et-libre.frama.io/"; ""
"Code du Numérique"; "http://web.archive.org/web/20230321110835/https://codedunumerique.be/"; ""
"Designing for Debate (Ph.D. thesis)"; "http://web.archive.org/web/20230321110835/https://www.academia.edu/49265639/Designing_for_Debate_Ph_D_thesis_"; ""
"Designing for Debate (Ph.D. thesis)"; "http://web.archive.org/web/20230321110835/https://www.academia.edu/49265639/Designing_for_Debate_Ph_D_thesis_"; ""
"Inclusion - Technologies - Human Interface Guidelines - Apple Developer"; "http://web.archive.org/web/20230321110835/https://developer.apple.com/design/human-interface-guidelines/inclusion/overview"; ""
"Genre et temps de parole au parlement wallon"; "http://web.archive.org/web/20230321110835/https://blog.robindevooght.be/posts/genre_au_parlement_wallon/"; ""
"Des ordis, des souris et des hommes - Les Couilles sur la table - Binge Audio"; "http://web.archive.org/web/20230321110835/https://www.binge.audio/podcast/les-couilles-sur-la-table/des-ordis-des-souris-et-des-hommes/"; ""
"Décembre 2020 - Veille - Les Designers Éthiques"; "http://web.archive.org/web/20230321110835/https://veille.designersethiques.org/2020-12.html"; ""
"[Article de recherche] Sexe, genre & Design – MarieValentine"; "http://web.archive.org/web/20230321110835/https://marievalentine.fr/sexe-genre-design/"; ""
"Explorer les écosystèmes numériques dans un monde stabilisé à +2°C"; "http://web.archive.org/web/20230321110835/https://gauthierroussilhe.com/"; ""
"Ask nature_a portal to the wisdom nature holds."; "http://web.archive.org/web/20230321110835/https://asknature.org/strategy/plant-uses-scent-mimic-to-attract-dung-beetles/"; ""
"Origens Media Lab"; "http://web.archive.org/web/20230321110835/https://origensmedialab.org/"; ""
"Le Wiki de Laurence Allard"; "http://web.archive.org/web/20230321110835/https://culturesexpressives.fr/doku.php?id=accueil#nouvelles_entrees"; ""
"L’observatoire de l’anthropocène"; "http://web.archive.org/web/20230321110835/https://obsant.eu/"; ""
"Design et industrie à l’ère de l’Anthropocène"; "http://web.archive.org/web/20230321110835/https://journal.dampress.org/issues/design-industrie-anthropocene"; ""
"Conversations infiltrées - Les infiltrés"; "http://web.archive.org/web/20230321110835/https://infiltres.fr/conversations-infiltrees/"; ""
"Anthropocène & design : les étudiants s’y intéressent."; "http://web.archive.org/web/20230321110835/https://graphism.fr/anthropocene-design-les-etudiants-sy-interessent/"; ""
"The Accessible Social Checklist"; "http://web.archive.org/web/20230321110835/https://www.accessible-social.com/checklist"; ""
"Écologie et Politique"; "http://web.archive.org/web/20230321110835/https://www.livraddict.com/biblio/book.php?id=323508"; ""
"Ecosia – Le moteur de recherche qui plante des arbres"; "http://web.archive.org/web/20230321110835/https://www.ecosia.org/?ref=icon-search&addon=firefox&addonversion=4.1.0"; ""
"Vers un stoïcisme vert, une discussion avec le philosophe Maël Goarzin."; "http://web.archive.org/web/20230321110835/https://medium.com/anthropocene2050/vers-un-sto%C3%AFcisme-vert-une-discussion-avec-le-philosophe-ma%C3%ABl-goarzin-94f0eb4992a7"; ""
"Les Communs d’Abord"; "http://web.archive.org/web/20230321110835/https://www.les-communs-dabord.org/"; ""
"L’esthétique de l’engagement écologique (pdf)"; "http://web.archive.org/web/20230321110835/https://core.ac.uk/download/pdf/322978114.pdf"; ""
"The Politics of Design"; "http://web.archive.org/web/20230321110835/http://thepoliticsofdesign.com/"; ""
"Code du Numérique"; "http://web.archive.org/web/20230321110835/https://codedunumerique.be/"; ""
"RAB / BKO"; "http://web.archive.org/web/20230321110835/http://www.reseaudesartsabruxelles.be/fr/"; ""
"Culture & Démocratie"; "http://web.archive.org/web/20230321110835/https://www.cultureetdemocratie.be/"; ""
"Cesep – Centre Socialiste d’Education Permanente"; "http://web.archive.org/web/20230321110835/https://www.cesep.be/"; ""
"PointCulture"; "http://web.archive.org/web/20230321110835/https://www.pointculture.be/"; ""
"Association d’action et de réflexion autour de l’audiovisuel"; "http://web.archive.org/web/20230321110835/https://gsara.be/"; ""
"L’Apocalypse à petits pas. Entretien avec l’historien Jean-Baptiste Fressoz."; "http://web.archive.org/web/20230321110835/https://medium.com/anthropocene2050/lapocalypse-%C3%A0-petits-pas-entretien-avec-l-historien-jean-baptiste-fressoz-7451a3f1b355"; ""
"Fantasmes et fragments des bords de Seine. Sequana et les îles de Seine (Texte 2/2)."; "http://web.archive.org/web/20230321110835/https://medium.com/anthropocene2050/fantasmes-et-fragments-des-bords-de-seine-sequana-et-les-%C3%AEles-de-seine-texte-2-2-59537929bd9e"; ""
"De l’histoire de l’environnement à la crise écologique contemporaine."; "http://web.archive.org/web/20230321110835/https://medium.com/anthropocene2050/de-lhistoire-de-l-environnement-%C3%A0-la-crise-%C3%A9cologique-contemporaine-787397b37107"; ""
"Du droit des écosystèmes. Interview avec Thibault Faraüs."; "http://web.archive.org/web/20230321110835/https://medium.com/anthropocene2050/du-droit-des-%C3%A9cosyst%C3%A8mes-interview-avec-thibault-fara%C3%BCs-49587bd7e98"; ""
"Construire la résilience alimentaire"; "http://web.archive.org/web/20230321110835/https://medium.com/anthropocene2050/construire-la-r%C3%A9silience-alimentaire-92908b66b947"; ""
"La Boussole des designers – Medium"; "http://web.archive.org/web/20230321110835/https://medium.com/la-boussole-des-designers"; ""
"L’esthétique, levier d’action pour l’engagement écologique : l’ethnographie d’un atelier de vélo communautaire"; "http://web.archive.org/web/20230321110835/https://www.cairn.info/revue-sciences-du-design-2019-1-page-38.htm"; ""
"La maison du livre"; "http://web.archive.org/web/20230321110835/https://www.lamaisondulivre.be/"; ""
"La Concertation ASBL"; "http://web.archive.org/web/20230321110835/https://www.laconcertation-asbl.org/accueil/"; ""
"Practice Tools and Toolkits | Systemic Design Association"; "http://web.archive.org/web/20230321110835/https://systemic-design.org/practice-tools-and-toolkits/"; ""
"The Politics of Design — About the Book"; "http://web.archive.org/web/20230321110835/http://thepoliticsofdesign.com/about-the-book"; ""
"Numérique et environnement"; "http://web.archive.org/web/20230321110835/https://github.com/supertanuki/numeriqueEcoResponsable"; ""
"Portail de collapsologie"; "http://web.archive.org/web/20230321110835/https://www.collapsology.info/fr/"; ""
"Ce que le design a fait à l’Anthropocène, ce que l’Anthropocène fait au design"; "http://web.archive.org/web/20230321110835/https://www.cairn.info/revue-sciences-du-design-2020-1-page-21.htm"; ""
"Observatoire de l’Anthropocène"; "http://web.archive.org/web/20230321110835/https://obsant.eu/veille/"; ""
"Automatisation & design - Veille Février 2021 - Les Designers Éthiques"; "http://web.archive.org/web/20230321110835/https://veille.designersethiques.org/2021-02.html"; ""
"2020-memoire-leopoldine-mennessier.pdf"; "http://web.archive.org/web/20230321110835/https://attention.designersethiques.org/documents/2020-memoire-leopoldine-mennessier.pdf"; ""
"Designers Ethiques.org"; "http://web.archive.org/web/20230321110835/https://designersethiques.org/"; ""
"Le musée du téléphone mobile"; "http://web.archive.org/web/20230321110835/https://www.mobilephonemuseum.com/catalogue/"; ""
"Coopiteasy"; "http://web.archive.org/web/20230321110835/https://coopiteasy.be/"; ""
"The Age of Anthropocene, from the origines to the collapses (2019 - Full version)"; "http://web.archive.org/web/20230321110835/https://www.youtube.com/watch?v=NOEO_Gg-VAQ"; ""
"Des emoji accessibles"; "http://web.archive.org/web/20230321110835/https://blog.hello-bokeh.fr/2020/07/23/des-emoji-accessibles/"; ""
"Littératie et illectronisme en France"; "http://web.archive.org/web/20230321110835/https://blog.hello-bokeh.fr/2020/07/20/litteratie-et-illectronisme-en-france/"; ""
"Good Design Playbook | Des cartes situations"; "http://web.archive.org/web/20230321110835/https://apf-conseil.com/good-design-playbook/methode/outil09/"; ""
"Le caractère typographique Luciole a été conçu spécifiquement pour les personnes malvoyantes"; "http://web.archive.org/web/20230321110835/https://www.luciole-vision.com/luciole-vision.com"; ""
"Good Design Playbook | La roue d’accessibilité"; "http://web.archive.org/web/20230321110835/https://apf-conseil.com/good-design-playbook/methode/outil18/"; ""
"Good Design Playbook | APF Conseil"; "http://web.archive.org/web/20230321110835/https://apf-conseil.com/good-design-playbook/"; ""
"Tout savoir avec l’ABC de l’accessibilité numérique !"; "http://web.archive.org/web/20230321110835/https://aveuglesdefrance.org/tout-savoir-avec-labc-de-laccessibilite-numerique/"; ""
"Le handicap, tout un symbole.pdf"; "http://web.archive.org/web/20230321110835/https://vincent-valentin.name/presentations/Le%20handicap,%20tout%20un%20symbole.pdf"; ""
"Construire une carte accessible"; "http://web.archive.org/web/20230321110835/https://blog.hello-bokeh.fr/2020/04/30/construire-une-carte-accessible/"; ""
"Concevoir des formulaires inclusifs"; "http://web.archive.org/web/20230321110835/https://www.24joursdeweb.fr/2020/concevoir-des-formulaires-inclusifs/"; ""
"WordPress 5.6 : des changements visant à améliorer l’inclusivité de l’interface d’administration"; "http://web.archive.org/web/20230321110835/https://fr.wordpress.org/2020/11/26/wordpress-5-6-des-changements-visant-a-ameliorer-linclusivite-de-linterface-dadministration/"; ""
"30 ans de web, mais toujours pas d’accessibilité"; "http://web.archive.org/web/20230321110835/https://www.24joursdeweb.fr/2020/30-ans-de-web-mais-toujours-pas-d-accessibilite/"; ""
"Concevoir des sites et applications mobiles accessibles"; "http://web.archive.org/web/20230321110835/https://blog.hello-bokeh.fr/2021/01/14/concevoir-des-sites-et-applications-mobiles-accessibles/"; ""
"Couleurs Pantone 2021 : travailler une palette accessible"; "http://web.archive.org/web/20230321110835/https://www.creativejuiz.fr/blog/veille-graphique/couleurs-pantone-annee-2021-travailler-palette-accessible"; ""
"Français simplifié"; "http://web.archive.org/web/20230321110835/https://blog.hello-bokeh.fr/2021/03/03/francais-simplifie/"; ""
"Système de Design de l’État"; "http://web.archive.org/web/20230321110835/https://systeme-de-design.gouv.fr/"; ""
"Dark mode et accessibilité | nota-bene.org"; "http://web.archive.org/web/20230321110835/http://nota-bene.org/Dark-mode-et-accessibilite"; ""
"Malentendants, ils témoignent sur la toile"; "http://web.archive.org/web/20230321110835/https://www.lemessageur.com/malentendants-ils-temoignent-sur-la-toile/"; ""
"L’accessibilité numérique, un droit pour tous | Anne-Sophie Tranchet"; "http://web.archive.org/web/20230321110835/https://apollinerouze.fr/accessibilite-numerique-anne-sophie-tranchet/"; ""
"Quelques personae - Recommandations accessibilité numérique Orange"; "http://web.archive.org/web/20230321110835/https://a11y-guidelines.orange.com/fr/persona/"; ""
"Introduction to Web Accessibility"; "http://web.archive.org/web/20230321110835/https://www.edx.org/course/web-accessibility-introduction"; ""
"Alt-texts: The Ultimate Guide"; "http://web.archive.org/web/20230321110835/https://axesslab.com/alt-texts/"; ""
"Journée de sensibilisation à l’accessibilité (GAAD)"; "http://web.archive.org/web/20230321110835/https://www.youtube.com/watch?v=1DlAxHKh3PQ"; ""
"Accessibilité et Éco-conception"; "http://web.archive.org/web/20230321110835/https://bertrandkeller.info/2021/10/06/accessibilite-eco-conception/"; ""
"Écoconception : classement des sites des candidats à la présidentielle 2022"; "http://web.archive.org/web/20230321110835/https://www.temesis.com/blog/ecoconception-classement-des-sites-des-candidats-a-la-presidentielle-2022/"; ""
"NVDA : Un lecteur d’écran libre et gratuit pour Microsoft Windows 7, Windows 8.1, Windows 10 et Windows 11."; "http://web.archive.org/web/20230321110835/https://www.nvda-fr.org/article.php?id=21"; ""
"Miro accessibility features for screen reader users"; "http://web.archive.org/web/20230321110835/https://help.miro.com/hc/en-us/articles/4403828752274-Miro-accessibility-features-for-screen-reader-users"; ""
"Planning, creating and publishing accessible social media campaigns"; "http://web.archive.org/web/20230321110835/https://gcs.civilservice.gov.uk/guidance/digital-communication/planning-creating-and-publishing-accessible-social-media-campaigns/"; ""
"The 2020 Web Almanac: Accessibility"; "http://web.archive.org/web/20230321110835/https://almanac.httparchive.org/en/2020/accessibility"; ""
"A curated list of inclusivity: companies that we applaud - Namahn"; "http://web.archive.org/web/20230321110835/https://www.namahn.com/a-curated-list-of-inclusivity-companies-that-we-applaud/,%20https://www.namahn.com/a-curated-list-of-inclusivity-companies-that-we-applaud/"; ""
"Liste des sites qui recevront des audits d’accessibilité en 2021 - Belgian Web Accessibility"; "http://web.archive.org/web/20230321110835/https://accessibility.belgium.be/fr/actualites/liste-des-sites-qui-recevront-des-audits-daccessibilite-en-2021"; ""
"Formation - AnySurfer"; "http://web.archive.org/web/20230321110835/https://www.anysurfer.be/fr/services/formation/formation/developper-un-site-accessible-03-05-2021"; ""
"DesignGouv présente son jeu de l’oaa"; "http://web.archive.org/web/20230321110835/https://design.numerique.gouv.fr/accessibilite-numerique/jeu-de-oaa/"; ""
"Le Comptoir du 26/11 : L’accessibilité en agilité (retour d’expérience sur Île-de-France Mobilités)"; "http://web.archive.org/web/20230321110835/https://blog.octo.com/le-comptoir-octo-laccessibilite-en-agilite-retour-dexperience-sur-ile-de-france-mobilites/"; ""
"Eqla"; "http://web.archive.org/web/20230321110835/https://eqla.be/"; ""
"RAB / BKO"; "http://web.archive.org/web/20230321110835/https://rabbko.be/fr/"; ""
"Le design, une cosmologie sans monde face à l’Anthropocène"; "http://web.archive.org/web/20230321110835/https://www.cairn.info/revue-sciences-du-design-2019-2-page-97.htm"; ""
"Du low-tech numérique aux numériques situés"; "http://web.archive.org/web/20230321110835/https://www.cairn.info/revue-sciences-du-design-2020-1-page-91.htm"; ""
"Home - Designers Ethiques.org"; "http://web.archive.org/web/20230321110835/https://designersethiques.org/"; ""
"Le design, une cosmologie sans monde face à l’Anthropocène"; "http://web.archive.org/web/20230321110835/https://www.cairn.info/revue-sciences-du-design-2019-2-page-97.htm"; ""
"Entretiens / Podcast"; "http://web.archive.org/web/20230321110835/https://origensmedialab.org/origens-media-lab/entretiens-podcast/"; ""
"Design Accessible"; "http://web.archive.org/web/20230321110835/https://design-accessible.fr/"; ""
"The practice of inclusive design-Videos"; "http://web.archive.org/web/20230321110835/https://developer.apple.com/videos/play/wwdc2021/10275/"; ""
"L’annuaire des communs – Pour travailler en commun"; "http://web.archive.org/web/20230321110835/https://annuaire.lescommuns.org/"; ""
"Introduction · HonKit"; "http://web.archive.org/web/20230321110835/https://gauthierroussilhe.com/book/treebal/"; ""
"Working for a brighter, healthier future: how WHO improves health and promotes well-being for the world’s adolescents"; "http://web.archive.org/web/20230321110835/https://apps.who.int/iris/handle/10665/351088"; ""
"The Politics of Design: A (Not So) Global Design Manual for Visual Communication"; "http://web.archive.org/web/20230321110835/http://thepoliticsofdesign.com/about-the-book"; ""
"Climat, GIEC et intersectionnalité : un cadre d’analyse indispensable"; "http://web.archive.org/web/20230321110835/https://climatanthropocene.com/2022/01/25/climat-giec-intersectionnalite/"; ""
"Cards for Humanity"; "http://web.archive.org/web/20230321110835/https://cardsforhumanity.idean.com/"; ""
"Awful AI"; "http://web.archive.org/web/20230321110835/https://github.com/daviddao/awful-ai"; ""
"Pour une écologie de l’attention"; "http://web.archive.org/web/20230321110835/http://banq.pretnumerique.ca/accueil/isbn/9782021181449"; ""
"À Propos"; "http://web.archive.org/web/20230321110835/https://www.imal.org/fr/a-propos"; ""
"Kerko"; "http://web.archive.org/web/20230321110835/https://github.com/whiskyechobravo/kerko"; ""
"Articles | PointCulture"; "http://web.archive.org/web/20230321110835/https://www.pointculture.be/magazine/articles/?tag=13894&content=video"; ""
"Internet Exchange Map"; "http://web.archive.org/web/20230321110835/https://www.internetexchangemap.com/"; ""
"Pour une sociologie du télétravail ancrée dans les organisations"; "http://web.archive.org/web/20230321110835/https://www.cairn.info/revue-sociologies-pratiques-2021-2-page-1.htm"; ""
"plugins [Zotero Documentation]"; "http://web.archive.org/web/20230321110835/https://www.zotero.org/support/plugins"; ""
"Submarine Cable Map"; "http://web.archive.org/web/20230321110835/https://www.submarinecablemap.com/"
